-0.0508  	0.19570  	-0.0120  	-1.1132  	-0.8097  	-1.3946  	0.06304  	0.60348  	0.33567  	0.73310  	0.29932  	-0.0537  	0.06613  	-0.6981  	-1.2736  	1.00896  	0.32865  	-0.1274  	0.28492  	1.54190  	0.57801  	-0.1180  	-0.7926  	0.13792  	0.43817  	-0.1790  	-0.4509  	-0.2262  	-0.5957  	-0.3539  	-0.0785  	0.22099  	0.16531  	-0.0510  	0.56558  	-0.0174  	0.30680  	-0.1272  	-0.2968  	0.60119  	0.30174  	0.05378  	-0.0532  	0.16915  	0.02564  	-0.0396  	0.08334  	-0.1112  	-0.0212  	-0.0012  	0.00231  	-0.0148  	-0.0353  	0.00284  	0.00949  	-0.0526  	0.00570  	0.01800  	0.00045  	-0.0002  	0.02330  	-0.0324  	0.05563  	-0.0028  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.2108  	0.06969  	-0.1517  	-1.2253  	-0.8080  	-1.5480  	0.11285  	0.49678  	0.28564  	0.76707  	0.28890  	-0.1456  	0.00011  	-0.8556  	-1.3623  	0.83841  	0.30229  	-0.0703  	0.28675  	1.55158  	0.41297  	-0.1002  	-0.8333  	0.10415  	0.58311  	-0.2062  	-0.4886  	-0.1121  	-0.4229  	-0.2962  	-0.1269  	0.18436  	0.09222  	-0.0532  	0.54684  	0.07669  	0.19996  	-0.1313  	-0.2691  	0.63726  	0.27722  	0.05357  	-0.0506  	0.16233  	0.01835  	-0.0440  	0.08286  	-0.1013  	-0.0249  	-0.0087  	0.00843  	-0.0087  	-0.0454  	-0.0054  	0.00730  	-0.0712  	0.01197  	0.01944  	-0.0193  	-0.0013  	0.01332  	-0.0530  	0.07195  	-0.0040  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.2106  	0.13405  	-0.1142  	-1.2076  	-0.8129  	-1.5377  	0.10032  	0.51788  	0.28155  	0.74831  	0.29231  	-0.1307  	-0.0859  	-0.8781  	-1.3088  	0.82131  	0.32185  	-0.0919  	0.32184  	1.50491  	0.53162  	-0.1009  	-0.7360  	0.15882  	0.54642  	-0.2326  	-0.3743  	-0.2150  	-0.4670  	-0.3108  	-0.1593  	0.20812  	0.08085  	-0.0595  	0.55290  	0.04136  	0.28938  	-0.0932  	-0.3159  	0.65837  	0.27185  	0.04934  	-0.0618  	0.18299  	0.02110  	-0.0388  	0.08039  	-0.1099  	-0.0290  	-0.0194  	-0.0043  	-0.0103  	-0.0415  	0.00797  	0.00649  	-0.0713  	0.01514  	0.01797  	-0.0076  	0.00288  	0.00985  	-0.0527  	0.06244  	-0.0099  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.1804  	0.15979  	-0.1108  	-1.1282  	-0.7941  	-1.4596  	0.07741  	0.52419  	0.28052  	0.72957  	0.25298  	-0.1101  	-0.0449  	-0.9011  	-1.2632  	0.87524  	0.32153  	-0.1012  	0.31974  	1.51333  	0.53374  	-0.1076  	-0.7448  	0.11339  	0.54273  	-0.2326  	-0.3942  	-0.1860  	-0.4638  	-0.3002  	-0.1435  	0.21141  	0.09117  	-0.0451  	0.54362  	0.02848  	0.29248  	-0.0923  	-0.2949  	0.64528  	0.28610  	0.03564  	-0.0489  	0.19343  	0.02176  	-0.0384  	0.08028  	-0.1206  	-0.0295  	-0.0182  	-0.0073  	-0.0112  	-0.0396  	0.00705  	0.00918  	-0.0695  	0.00989  	0.02194  	-0.0045  	-0.0030  	0.01461  	-0.0510  	0.06436  	-0.0073  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.0599  	0.21024  	0.01208  	-1.0904  	-0.7877  	-1.3313  	0.10248  	0.59479  	0.31749  	0.67830  	0.24116  	-0.1149  	-0.0398  	-0.8172  	-1.2177  	0.91980  	0.32812  	-0.1216  	0.34511  	1.48486  	0.61411  	-0.0883  	-0.7793  	0.13400  	0.59148  	-0.2644  	-0.3449  	-0.2515  	-0.5077  	-0.3037  	-0.1700  	0.21636  	0.10498  	-0.0434  	0.59049  	0.01825  	0.36983  	-0.0669  	-0.3308  	0.62910  	0.28099  	0.04151  	-0.0485  	0.17907  	0.02724  	-0.0328  	0.07380  	-0.1261  	-0.0316  	-0.0142  	0.00238  	-0.0146  	-0.0379  	0.00392  	0.00224  	-0.0503  	0.00669  	0.01587  	-0.0050  	-0.0037  	0.01745  	-0.0448  	0.06268  	-0.0077  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.1786  	0.14998  	-0.0580  	-1.0595  	-0.7671  	-1.4071  	0.08937  	0.49722  	0.23404  	0.68811  	0.25138  	-0.1579  	-0.0827  	-1.0000  	-1.2729  	0.91307  	0.31192  	-0.0809  	0.35524  	1.51181  	0.56246  	-0.1211  	-0.8114  	0.17645  	0.63117  	-0.2694  	-0.3928  	-0.2011  	-0.4586  	-0.2909  	-0.1768  	0.24966  	0.05280  	-0.0461  	0.56399  	0.07601  	0.30962  	-0.0932  	-0.3068  	0.66772  	0.25963  	0.03999  	-0.0855  	0.19340  	0.01298  	-0.0301  	0.06284  	-0.1199  	-0.0371  	-0.0297  	0.01434  	-0.0112  	-0.0334  	0.00229  	0.00508  	-0.0634  	0.01978  	0.02307  	-0.0033  	0.00011  	0.01044  	-0.0535  	0.05589  	-0.0073  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.1668  	0.15163  	-0.0474  	-1.0168  	-0.7417  	-1.4024  	0.11391  	0.44040  	0.21460  	0.69241  	0.21312  	-0.1662  	-0.0872  	-1.0049  	-1.2575  	0.87592  	0.32473  	-0.1055  	0.33287  	1.52322  	0.51148  	-0.0818  	-0.7930  	0.14566  	0.66245  	-0.2700  	-0.3807  	-0.1471  	-0.4276  	-0.2634  	-0.1766  	0.23838  	0.03062  	-0.0416  	0.55876  	0.10502  	0.27784  	-0.1098  	-0.2998  	0.67899  	0.25238  	0.05020  	-0.0898  	0.18512  	0.02515  	-0.0326  	0.06473  	-0.1123  	-0.0263  	-0.0235  	0.01936  	-0.0109  	-0.0392  	-0.0008  	0.00422  	-0.0592  	0.02339  	0.02665  	-0.0043  	-0.0085  	0.00783  	-0.0556  	0.06698  	-0.0119  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
-0.1206  	0.16208  	-0.0250  	-1.0372  	-0.7664  	-1.3486  	0.10186  	0.45695  	0.24945  	0.67887  	0.17723  	-0.1606  	-0.0711  	-0.9376  	-1.2454  	0.88802  	0.33402  	-0.1331  	0.32880  	1.48136  	0.50804  	-0.0556  	-0.7418  	0.15973  	0.64584  	-0.2661  	-0.3683  	-0.1903  	-0.4470  	-0.2600  	-0.1685  	0.23819  	0.05078  	-0.0456  	0.55778  	0.09155  	0.31932  	-0.1023  	-0.3302  	0.67305  	0.26330  	0.05065  	-0.0779  	0.17456  	0.02193  	-0.0333  	0.07318  	-0.1164  	-0.0282  	-0.0198  	0.01155  	-0.0146  	-0.0367  	0.00346  	-0.0033  	-0.0589  	0.01398  	0.01906  	-0.0038  	0.00050  	0.00848  	-0.0565  	0.06149  	-0.0118  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
0.29663  	0.29943  	0.25106  	-0.9905  	-0.8217  	-1.1345  	0.13613  	0.75877  	0.36361  	0.60058  	0.28652  	-0.0538  	-0.0303  	-0.6704  	-1.1206  	1.06335  	0.31706  	-0.1767  	0.37164  	1.46261  	0.84094  	-0.0477  	-0.7184  	0.21899  	0.56946  	-0.3011  	-0.1857  	-0.4204  	-0.6975  	-0.2924  	-0.1716  	0.28512  	0.10439  	-0.0687  	0.70628  	-0.0560  	0.51795  	-0.0323  	-0.3811  	0.61142  	0.21795  	0.05443  	-0.0581  	0.16871  	0.02889  	-0.0284  	0.06432  	-0.1106  	-0.0074  	-0.0321  	0.00072  	-0.0061  	-0.0405  	0.00922  	-0.0018  	-0.0486  	0.00204  	0.01365  	-0.0082  	0.00103  	0.00954  	-0.0494  	0.06763  	-0.0161  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
0.32608  	0.30121  	0.24384  	-1.1263  	-0.8385  	-1.1454  	0.14299  	0.74396  	0.36963  	0.62083  	0.30690  	-0.0789  	0.01086  	-0.6744  	-1.2848  	1.07324  	0.29134  	-0.1410  	0.35481  	1.46993  	0.77345  	-0.0810  	-0.7500  	0.18673  	0.64024  	-0.3173  	-0.2575  	-0.3611  	-0.6416  	-0.2923  	-0.1578  	0.25808  	0.09293  	-0.0789  	0.68110  	-0.0160  	0.45738  	-0.0484  	-0.3445  	0.61537  	0.24658  	0.04969  	-0.0369  	0.16182  	0.01146  	-0.0332  	0.06821  	-0.1040  	-0.0057  	-0.0222  	0.00402  	-0.0146  	-0.0366  	0.01101  	-0.0052  	-0.0555  	0.00243  	0.01605  	-0.0077  	0.00516  	0.00326  	-0.0410  	0.07562  	-0.0161  	0.12452  	-0.0244  	-0.0555  	0.00531  	0.00788  	0.47061  	
