-0.2854  	-0.3249  	0.05665  	0.11240  	0.02988  	-0.3658  	-0.5002  	-0.2938  	0.11735  	0.25573  	0.31425  	0.04690  	0.05265  	-0.1664  	-0.7501  	-0.3672  	0.59757  	-0.1147  	0.12469  	0.97178  	-0.1068  	-0.2576  	-0.0355  	-0.1585  	-0.1502  	0.24567  	-0.6769  	0.04685  	0.06317  	-0.1780  	-0.0721  	0.08634  	0.11840  	0.10819  	0.10632  	-0.1213  	-0.0769  	-0.0277  	-0.1494  	-0.1554  	0.01973  	-0.0290  	-0.0706  	0.01126  	0.07977  	-0.0332  	0.04508  	-0.0701  	-0.0143  	-0.0444  	-0.0705  	-0.0305  	0.00068  	-0.0052  	0.03697  	-0.0216  	0.00647  	0.01253  	0.01304  	-0.0387  	-0.0045  	0.01097  	0.04143  	-0.0141  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.4454  	-0.4509  	-0.0830  	0.00033  	0.03162  	-0.5191  	-0.4504  	-0.4005  	0.06731  	0.28971  	0.30382  	-0.0449  	-0.0133  	-0.3239  	-0.8387  	-0.5377  	0.57120  	-0.0577  	0.12652  	0.98146  	-0.2718  	-0.2398  	-0.0761  	-0.1923  	-0.0053  	0.21847  	-0.7147  	0.16090  	0.23591  	-0.1203  	-0.1205  	0.04970  	0.04532  	0.10603  	0.08757  	-0.0271  	-0.1838  	-0.0318  	-0.1216  	-0.1193  	-0.0048  	-0.0292  	-0.0680  	0.00444  	0.07249  	-0.0376  	0.04460  	-0.0602  	-0.0181  	-0.0518  	-0.0644  	-0.0245  	-0.0094  	-0.0135  	0.03478  	-0.0403  	0.01274  	0.01396  	-0.0067  	-0.0397  	-0.0144  	-0.0096  	0.05775  	-0.0153  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.4452  	-0.3866  	-0.0455  	0.01794  	0.02668  	-0.5088  	-0.4629  	-0.3794  	0.06323  	0.27095  	0.30723  	-0.0301  	-0.0993  	-0.3464  	-0.7853  	-0.5548  	0.59077  	-0.0793  	0.16161  	0.93480  	-0.1531  	-0.2405  	0.02108  	-0.1376  	-0.0420  	0.19212  	-0.6004  	0.05803  	0.19190  	-0.1349  	-0.1529  	0.07346  	0.03395  	0.09972  	0.09363  	-0.0624  	-0.0943  	0.00621  	-0.1685  	-0.0982  	-0.0101  	-0.0334  	-0.0792  	0.02510  	0.07523  	-0.0323  	0.04213  	-0.0688  	-0.0222  	-0.0626  	-0.0772  	-0.0260  	-0.0055  	-0.0001  	0.03397  	-0.0404  	0.01591  	0.01249  	0.00496  	-0.0355  	-0.0179  	-0.0093  	0.04824  	-0.0212  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.4150  	-0.3608  	-0.0421  	0.09738  	0.04551  	-0.4307  	-0.4858  	-0.3731  	0.06220  	0.25221  	0.26791  	-0.0094  	-0.0584  	-0.3694  	-0.7397  	-0.5009  	0.59044  	-0.0886  	0.15951  	0.94322  	-0.1510  	-0.2472  	0.01225  	-0.1831  	-0.0457  	0.19208  	-0.6203  	0.08700  	0.19506  	-0.1243  	-0.1371  	0.07676  	0.04427  	0.11418  	0.08435  	-0.0753  	-0.0912  	0.00716  	-0.1475  	-0.1113  	0.00408  	-0.0471  	-0.0663  	0.03554  	0.07589  	-0.0319  	0.04201  	-0.0795  	-0.0227  	-0.0614  	-0.0802  	-0.0270  	-0.0036  	-0.0010  	0.03666  	-0.0386  	0.01066  	0.01646  	0.00803  	-0.0415  	-0.0131  	-0.0075  	0.05016  	-0.0186  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.2945  	-0.3104  	0.08082  	0.13518  	0.05186  	-0.3024  	-0.4608  	-0.3024  	0.09918  	0.20090  	0.25606  	-0.0143  	-0.0532  	-0.2854  	-0.6941  	-0.4563  	0.59704  	-0.1090  	0.18489  	0.91473  	-0.0706  	-0.2279  	-0.0222  	-0.1624  	0.00302  	0.16028  	-0.5709  	0.02142  	0.15108  	-0.1278  	-0.1636  	0.08171  	0.05810  	0.11583  	0.13124  	-0.0856  	-0.0138  	0.03254  	-0.1834  	-0.1275  	-0.0010  	-0.0412  	-0.0659  	0.02118  	0.08137  	-0.0264  	0.03554  	-0.0850  	-0.0248  	-0.0574  	-0.0705  	-0.0303  	-0.0019  	-0.0042  	0.02972  	-0.0193  	0.00745  	0.01039  	0.00753  	-0.0421  	-0.0103  	-0.0014  	0.04848  	-0.0190  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.4133  	-0.3707  	0.01065  	0.16602  	0.07248  	-0.3783  	-0.4739  	-0.4001  	0.01571  	0.21076  	0.26631  	-0.0573  	-0.0962  	-0.4683  	-0.7493  	-0.4631  	0.58085  	-0.0682  	0.19501  	0.94169  	-0.1223  	-0.2607  	-0.0542  	-0.1200  	0.04272  	0.15533  	-0.6189  	0.07199  	0.20030  	-0.1150  	-0.1704  	0.11500  	0.00589  	0.11319  	0.10470  	-0.0278  	-0.0741  	0.00626  	-0.1594  	-0.0889  	-0.0223  	-0.0428  	-0.1029  	0.03552  	0.06710  	-0.0236  	0.02457  	-0.0788  	-0.0302  	-0.0729  	-0.0585  	-0.0269  	0.00256  	-0.0058  	0.03255  	-0.0324  	0.02055  	0.01760  	0.00928  	-0.0383  	-0.0173  	-0.0101  	0.04171  	-0.0186  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.4015  	-0.3690  	0.02121  	0.20880  	0.09791  	-0.3735  	-0.4493  	-0.4569  	-0.0037  	0.21504  	0.22804  	-0.0656  	-0.1007  	-0.4732  	-0.7339  	-0.5002  	0.59365  	-0.0929  	0.17263  	0.95312  	-0.1733  	-0.2215  	-0.0359  	-0.1508  	0.07400  	0.15472  	-0.6067  	0.12593  	0.23124  	-0.0875  	-0.1702  	0.10373  	-0.0162  	0.11766  	0.09949  	0.00119  	-0.1059  	-0.0103  	-0.1524  	-0.0776  	-0.0296  	-0.0326  	-0.1072  	0.02723  	0.07928  	-0.0261  	0.02647  	-0.0712  	-0.0194  	-0.0667  	-0.0535  	-0.0267  	-0.0031  	-0.0089  	0.03169  	-0.0283  	0.02416  	0.02117  	0.00824  	-0.0469  	-0.0199  	-0.0122  	0.05279  	-0.0232  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
-0.3553  	-0.3586  	0.04362  	0.18834  	0.07320  	-0.3198  	-0.4614  	-0.4403  	0.03112  	0.20152  	0.19215  	-0.0600  	-0.0846  	-0.4059  	-0.7219  	-0.4881  	0.60294  	-0.1205  	0.16855  	0.91126  	-0.1767  	-0.1953  	0.01531  	-0.1367  	0.05740  	0.15857  	-0.5944  	0.08272  	0.21189  	-0.0841  	-0.1621  	0.10354  	0.00388  	0.11368  	0.09849  	-0.0122  	-0.0644  	-0.0028  	-0.1828  	-0.0835  	-0.0187  	-0.0321  	-0.0953  	0.01667  	0.07606  	-0.0269  	0.03492  	-0.0753  	-0.0214  	-0.0629  	-0.0613  	-0.0304  	-0.0007  	-0.0046  	0.02411  	-0.0279  	0.01475  	0.01358  	0.00874  	-0.0379  	-0.0193  	-0.0131  	0.04730  	-0.0231  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
0.06196  	-0.2212  	0.31973  	0.23511  	0.01791  	-0.1057  	-0.4271  	-0.1385  	0.14528  	0.12322  	0.30142  	0.04676  	-0.0438  	-0.1387  	-0.5971  	-0.3128  	0.58597  	-0.1641  	0.21142  	0.89251  	0.15607  	-0.1874  	0.03874  	-0.0775  	-0.0189  	0.12361  	-0.4117  	-0.1473  	-0.0385  	-0.1165  	-0.1652  	0.15046  	0.05749  	0.09052  	0.24698  	-0.1598  	0.13417  	0.06708  	-0.2337  	-0.1452  	-0.0640  	-0.0283  	-0.0755  	0.01083  	0.08303  	-0.0219  	0.02605  	-0.0695  	-0.0006  	-0.0753  	-0.0721  	-0.0218  	-0.0045  	0.00108  	0.02561  	-0.0177  	0.00281  	0.00817  	0.00433  	-0.0373  	-0.0182  	-0.0060  	0.05343  	-0.0274  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
0.09138  	-0.2194  	0.31249  	0.09926  	0.00104  	-0.1165  	-0.4203  	-0.1533  	0.15130  	0.14349  	0.32181  	0.02169  	-0.0026  	-0.1427  	-0.7613  	-0.3029  	0.56025  	-0.1284  	0.19457  	0.89981  	0.08860  	-0.2206  	0.00716  	-0.1097  	0.05178  	0.10742  	-0.4835  	-0.0880  	0.01722  	-0.1163  	-0.1514  	0.12342  	0.04603  	0.08031  	0.22183  	-0.1198  	0.07361  	0.05097  	-0.1971  	-0.1412  	-0.0354  	-0.0331  	-0.0542  	0.00393  	0.06560  	-0.0268  	0.02995  	-0.0628  	0.00104  	-0.0653  	-0.0688  	-0.0304  	-0.0006  	0.00288  	0.02227  	-0.0246  	0.00320  	0.01057  	0.00481  	-0.0332  	-0.0245  	0.00242  	0.06143  	-0.0274  	-0.0606  	-0.2830  	0.10927  	0.02356  	0.00480  	0.55853  	
